Palette Name,Type,Background,Surface/Card,Primary Accent,Secondary Accent,Text Color
Silent Glacier Dark,Dark / Professional,#222420,#343731,#4ed92b,#728be5,#F5F5F5
Crimson Lagoon Light,Light / SaaS,#FFFFFF,#F4F6F8,#a8c324,#4c2de5,#1A202C
Dark Lagoon Dark,Dark / Professional,#0f1112,#222527,#438ed9,#e572ae,#F5F5F5
Zen Quartz Dark,Dark / Professional,#1c1e1c,#2f312f,#24cf57,#9272e5,#F5F5F5
Slate Copper Bold,Bold / Artistic,#4f0d18,#821628,#19ffd8,#FFFFFF,#FFFFFF
Electric Steel Bold,Bold / Artistic,#44051a,#77092d,#19ffb2,#FFFFFF,#FFFFFF
Corporate Frost Dark,Dark / Professional,#121110,#282624,#3395f6,#e572ae,#F5F5F5
Vintage Sunset Dark,Dark / Professional,#1b1a1a,#312f2e,#d25536,#72e587,#F5F5F5
Deep Lagoon Dark,Dark / Professional,#22211f,#32312e,#e6ac39,#72e5bc,#F5F5F5
Ocean Sunset Dark,Dark / Professional,#111413,#252b29,#52f38d,#9a72e5,#F5F5F5
Silent Shadow Dark,Dark / Professional,#1e1f1c,#373934,#9bd22d,#72c1e5,#F5F5F5
Corporate Quartz Dark,Dark / Professional,#1b1d1c,#2a2d2b,#4ad8a4,#b972e5,#F5F5F5
Muted Frost Dark,Dark / Professional,#111211,#212220,#3bcf16,#728be5,#F5F5F5
Tech Iron Dark,Dark / Professional,#201f21,#2f2d30,#641ce0,#e59a72,#F5F5F5
Royal Velvet Bold,Bold / Artistic,#55640b,#819711,#3f19ff,#FFFFFF,#FFFFFF
Silent Nebula Dark,Dark / Professional,#1a1619,#2b2429,#4be27e,#9672e5,#F5F5F5
Tech Horizon Dark,Dark / Professional,#0d0d0c,#1b1c19,#95d517,#72c1e5,#F5F5F5
Natural Midnight Light,Light / SaaS,#FFFFFF,#F4F6F8,#295fca,#e5a82d,#1A202C
Deep Lagoon Dark,Dark / Professional,#161215,#2d262c,#2cf94e,#8372e5,#F5F5F5
Elegant Ember Light,Light / SaaS,#FFFFFF,#F4F6F8,#e0e00e,#2d2de5,#1A202C
Royal Nebula Dark,Dark / Professional,#191b18,#30342d,#8721ed,#e5a972,#F5F5F5
Elegant Forest Dark,Dark / Professional,#0f0d0f,#272327,#34f234,#7275e5,#F5F5F5
Elegant Sunset Light,Light / SaaS,#FFFFFF,#F4F6F8,#3bd3d3,#e52d2d,#1A202C
Royal Onyx Dark,Dark / Professional,#191c1a,#2b302d,#44e749,#7472e5,#F5F5F5
Vibrant Midnight Dark,Dark / Professional,#111214,#1d1f21,#e27e1a,#72e5a9,#F5F5F5
Soft Sunset Dark,Dark / Professional,#1a1e18,#282d26,#a446d3,#e5bc72,#F5F5F5
Muted Onyx Dark,Dark / Professional,#1d1f1f,#323635,#f13e7a,#9be572,#F5F5F5
Deep Quartz Dark,Dark / Professional,#222126,#34333a,#7725d6,#e5a672,#F5F5F5
Royal Iron Light,Light / SaaS,#FFFFFF,#F4F6F8,#30ce4b,#e52dc6,#1A202C
Zen Iron Dark,Dark / Professional,#191b1d,#2e3236,#1f49f3,#e5728b,#F5F5F5
Royal Iron Light,Light / SaaS,#FFFFFF,#F4F6F8,#26e300,#c62de5,#1A202C
Ocean Horizon Light,Light / SaaS,#FFFFFF,#F4F6F8,#08c108,#e52de5,#1A202C
Deep Horizon Bold,Bold / Artistic,#485310,#74861a,#3f19ff,#FFFFFF,#FFFFFF
Silent Lagoon Light,Light / SaaS,#FFFFFF,#F4F6F8,#2c08e1,#c6e52d,#1A202C
Modern Shadow Light,Light / SaaS,#FFFFFF,#F4F6F8,#e3520a,#2da8e5,#1A202C
Electric Midnight Dark,Dark / Professional,#252322,#3c3938,#389ed2,#e572c1,#F5F5F5
Urban Mist Dark,Dark / Professional,#252520,#3e3e35,#d3d33b,#72e5e3,#F5F5F5
Vibrant Nebula Dark,Dark / Professional,#1f1f1a,#38382e,#f7f71b,#72e5e3,#F5F5F5
Modern Frost Light,Light / SaaS,#FFFFFF,#F4F6F8,#be4d15,#2da8e5,#1A202C
Silent Glacier Dark,Dark / Professional,#0d0b0c,#1a1617,#e56653,#72e57f,#F5F5F5
Corporate Onyx Dark,Dark / Professional,#191c19,#292d29,#4ad072,#9272e5,#F5F5F5
Ocean Desert Light,Light / SaaS,#FFFFFF,#F4F6F8,#364ec9,#e5c62d,#1A202C
Muted Quartz Bold,Bold / Artistic,#240534,#480967,#66ff19,#FFFFFF,#FFFFFF
Natural Steel Dark,Dark / Professional,#262221,#332f2c,#e2a02e,#72e5b9,#F5F5F5
Slate Shadow Dark,Dark / Professional,#0b0b0d,#16161b,#2828e0,#e57275,#F5F5F5
Royal Mist Dark,Dark / Professional,#0f0f10,#242528,#5cbff8,#e572bd,#F5F5F5
Vintage Horizon Light,Light / SaaS,#FFFFFF,#F4F6F8,#316ce2,#e5a82d,#1A202C
Electric Mist Dark,Dark / Professional,#232022,#383336,#d120cb,#e3e572,#F5F5F5
Vibrant Desert Dark,Dark / Professional,#0d0d0e,#1b1b1d,#1e5df0,#e57297,#F5F5F5
Dark Glacier Dark,Dark / Professional,#121110,#292826,#d86f32,#72e59a,#F5F5F5
Electric Velvet Bold,Bold / Artistic,#3d2b06,#704e0b,#1965ff,#FFFFFF,#FFFFFF
Slate Quartz Dark,Dark / Professional,#161819,#2b3032,#da6124,#72e596,#F5F5F5
Muted Desert Dark,Dark / Professional,#110f12,#252026,#bd51d2,#e5d072,#F5F5F5
Vintage Steel Dark,Dark / Professional,#1a1d1e,#303538,#19d3d9,#e572e3,#F5F5F5
Zen Horizon Light,Light / SaaS,#FFFFFF,#F4F6F8,#d4346a,#2de5a8,#1A202C
Elegant Velvet Light,Light / SaaS,#FFFFFF,#F4F6F8,#cb1a1a,#2de5e5,#1A202C
Royal Iron Dark,Dark / Professional,#111114,#1f1f24,#5585f6,#e57297,#F5F5F5
Slate Glacier Bold,Bold / Artistic,#370037,#6a016a,#19ff19,#FFFFFF,#FFFFFF
Vibrant Lagoon Dark,Dark / Professional,#262621,#383831,#ecec4e,#72e5e3,#F5F5F5
Royal Forest Dark,Dark / Professional,#1f2024,#2f3035,#2b84e9,#e572aa,#F5F5F5
Silent Ember Dark,Dark / Professional,#191f1c,#2e3833,#d93989,#aee572,#F5F5F5
Dark Forest Light,Light / SaaS,#FFFFFF,#F4F6F8,#bbbb19,#2d2de5,#1A202C
Vibrant Nebula Light,Light / SaaS,#FFFFFF,#F4F6F8,#3d3dd5,#e5e52d,#1A202C
Tech Shadow Light,Light / SaaS,#FFFFFF,#F4F6F8,#4930c3,#c6e52d,#1A202C
Elegant Steel Dark,Dark / Professional,#161615,#292926,#583fd3,#e58372,#F5F5F5
Urban Steel Dark,Dark / Professional,#161516,#2b2a2d,#342ecd,#e57472,#F5F5F5
Soft Canvas Dark,Dark / Professional,#100e0f,#231f21,#dd2f69,#9be572,#F5F5F5
Urban Shadow Dark,Dark / Professional,#201d1d,#302c2d,#46f0d4,#d072e5,#F5F5F5
Silent Onyx Light,Light / SaaS,#FFFFFF,#F4F6F8,#7e18e4,#89e52d,#1A202C
Deep Nebula Dark,Dark / Professional,#151715,#2c302c,#34d464,#9272e5,#F5F5F5
Vibrant Glacier Light,Light / SaaS,#FFFFFF,#F4F6F8,#2605cd,#c6e52d,#1A202C
Slate Frost Dark,Dark / Professional,#212024,#36343a,#ade43f,#72c1e5,#F5F5F5
Elegant Onyx Light,Light / SaaS,#FFFFFF,#F4F6F8,#9730cb,#6be52d,#1A202C
Future Copper Dark,Dark / Professional,#161514,#272423,#36aae4,#e572c1,#F5F5F5
Zen Horizon Light,Light / SaaS,#FFFFFF,#F4F6F8,#d11050,#2de5a8,#1A202C
Vintage Midnight Light,Light / SaaS,#FFFFFF,#F4F6F8,#d2d239,#2d2de5,#1A202C
Dark Quartz Light,Light / SaaS,#FFFFFF,#F4F6F8,#23cf23,#e52de5,#1A202C
Natural Nebula Dark,Dark / Professional,#151214,#2e292b,#ed1bc3,#d0e572,#F5F5F5
Deep Steel Dark,Dark / Professional,#0d0d0b,#24251f,#7dcc24,#72b2e5,#F5F5F5
Ocean Obsidian Light,Light / SaaS,#FFFFFF,#F4F6F8,#afcc1c,#4c2de5,#1A202C
Dark Copper Dark,Dark / Professional,#0c0c0c,#242625,#44debf,#cc72e5,#F5F5F5
Ocean Desert Dark,Dark / Professional,#1a1c1c,#2c302f,#f43e7b,#9be572,#F5F5F5
Corporate Onyx Dark,Dark / Professional,#161719,#24262a,#3c99cf,#e572bd,#F5F5F5
Slate Frost Dark,Dark / Professional,#191f19,#2a332a,#1bd81b,#7275e5,#F5F5F5
Urban Shadow Dark,Dark / Professional,#1e221c,#2f362c,#7cd94e,#729be5,#F5F5F5
Elegant Canvas Bold,Bold / Artistic,#0c4415,#157725,#ff19d8,#FFFFFF,#FFFFFF
Natural Frost Dark,Dark / Professional,#131515,#2a2d2e,#4afae2,#d372e5,#F5F5F5
Vibrant Forest Light,Light / SaaS,#FFFFFF,#F4F6F8,#bc8a24,#2d6be5,#1A202C
Zen Shadow Dark,Dark / Professional,#15181b,#252a2f,#25b9de,#e572d0,#F5F5F5
Vintage Quartz Bold,Bold / Artistic,#480030,#7b0153,#19ff65,#FFFFFF,#FFFFFF
Future Quartz Dark,Dark / Professional,#1c1c19,#31312c,#e1a721,#72e5c0,#F5F5F5
Royal Velvet Dark,Dark / Professional,#151917,#272c29,#f357a5,#aee572,#F5F5F5
Natural Quartz Bold,Bold / Artistic,#330d46,#591779,#66ff19,#FFFFFF,#FFFFFF
Corporate Glacier Dark,Dark / Professional,#1a151a,#322932,#eb57eb,#e5e372,#F5F5F5
Modern Velvet Dark,Dark / Professional,#1c1d1b,#2e2f2c,#71ef29,#729fe5,#F5F5F5
Muted Desert Dark,Dark / Professional,#1c201e,#2a2f2c,#52d493,#a972e5,#F5F5F5
Modern Obsidian Dark,Dark / Professional,#241f1f,#383030,#fd6363,#75e572,#F5F5F5
Slate Steel Light,Light / SaaS,#FFFFFF,#F4F6F8,#2fe34d,#e52dc6,#1A202C
Silent Copper Dark,Dark / Professional,#141315,#29272a,#cc21d1,#e5df72,#F5F5F5
Zen Steel Dark,Dark / Professional,#131713,#293028,#c439e0,#e5d072,#F5F5F5
Zen Forest Light,Light / SaaS,#FFFFFF,#F4F6F8,#2d2dc0,#e5e52d,#1A202C
Royal Onyx Light,Light / SaaS,#FFFFFF,#F4F6F8,#33dc87,#e52d89,#1A202C
Silent Iron Dark,Dark / Professional,#201a20,#332a33,#44f644,#7275e5,#F5F5F5
Tech Desert Light,Light / SaaS,#FFFFFF,#F4F6F8,#26cc94,#e52d6b,#1A202C
Muted Glacier Dark,Dark / Professional,#1f1c1a,#342f2d,#f4b444,#72e5b9,#F5F5F5
Natural Quartz Dark,Dark / Professional,#0b0d0d,#1e2424,#18d2d2,#e372e5,#F5F5F5
Ocean Horizon Bold,Bold / Artistic,#53021d,#86032f,#19ffb2,#FFFFFF,#FFFFFF
Vibrant Copper Bold,Bold / Artistic,#0e5c28,#168f3f,#ff19b2,#FFFFFF,#FFFFFF
Natural Desert Bold,Bold / Artistic,#330800,#661100,#19d8ff,#FFFFFF,#FFFFFF
Silent Canvas Dark,Dark / Professional,#201d20,#2e2a2d,#df2ffa,#e5d372,#F5F5F5
Natural Desert Dark,Dark / Professional,#1f1d22,#35323b,#bff84b,#72c1e5,#F5F5F5
Modern Glacier Dark,Dark / Professional,#211d24,#362f3a,#a91cef,#e5bc72,#F5F5F5
Natural Canvas Dark,Dark / Professional,#1b191c,#322e33,#7f23d0,#e5ad72,#F5F5F5
Vintage Glacier Dark,Dark / Professional,#151417,#26232a,#6f3bd9,#e59672,#F5F5F5
Zen Obsidian Dark,Dark / Professional,#0f0e0f,#232124,#7b46d7,#e59a72,#F5F5F5
Elegant Iron Bold,Bold / Artistic,#0b364b,#125a7e,#ff6619,#FFFFFF,#FFFFFF
Vibrant Quartz Dark,Dark / Professional,#1d1c1d,#363335,#3fe45b,#8372e5,#F5F5F5
Dark Copper Light,Light / SaaS,#FFFFFF,#F4F6F8,#681ab6,#89e52d,#1A202C
Silent Iron Bold,Bold / Artistic,#0d4202,#177504,#d819ff,#FFFFFF,#FFFFFF
Future Mist Dark,Dark / Professional,#0f1210,#1e2420,#e358b4,#c1e572,#F5F5F5
Electric Copper Bold,Bold / Artistic,#043726,#076a49,#ff1966,#FFFFFF,#FFFFFF
Electric Quartz Dark,Dark / Professional,#181918,#262827,#36efb1,#bc72e5,#F5F5F5
Deep Horizon Bold,Bold / Artistic,#08512d,#0d8449,#ff198c,#FFFFFF,#FFFFFF
Ocean Lagoon Dark,Dark / Professional,#141312,#2e2a2a,#da624a,#72e583,#F5F5F5
Ocean Midnight Dark,Dark / Professional,#241d1f,#3b2f33,#da4ea7,#bde572,#F5F5F5
Slate Glacier Dark,Dark / Professional,#0a0b0c,#1f2125,#3ca7e5,#e572bd,#F5F5F5
Modern Nebula Dark,Dark / Professional,#1f2021,#343637,#3dfbe2,#d372e5,#F5F5F5
Slate Midnight Light,Light / SaaS,#FFFFFF,#F4F6F8,#005fbe,#e5892d,#1A202C
Deep Horizon Bold,Bold / Artistic,#0b0334,#170667,#d8ff19,#FFFFFF,#FFFFFF
Zen Mist Dark,Dark / Professional,#120f0f,#241f1f,#f02b2b,#75e572,#F5F5F5
Royal Mist Light,Light / SaaS,#FFFFFF,#F4F6F8,#364cb8,#e5c62d,#1A202C
Slate Shadow Dark,Dark / Professional,#0d0f0f,#1a1e1d,#53e5fb,#e572d8,#F5F5F5
Ocean Iron Light,Light / SaaS,#FFFFFF,#F4F6F8,#10b9db,#e54c2d,#1A202C
Slate Midnight Dark,Dark / Professional,#241e1d,#3b3230,#f48727,#72e5a6,#F5F5F5
Modern Obsidian Light,Light / SaaS,#FFFFFF,#F4F6F8,#6d1ebb,#89e52d,#1A202C
Soft Shadow Light,Light / SaaS,#FFFFFF,#F4F6F8,#2f0ed7,#c6e52d,#1A202C
Modern Glacier Light,Light / SaaS,#FFFFFF,#F4F6F8,#0b52de,#e5a82d,#1A202C
Urban Frost Light,Light / SaaS,#FFFFFF,#F4F6F8,#1d3ee1,#e5c62d,#1A202C
Slate Shadow Light,Light / SaaS,#FFFFFF,#F4F6F8,#cb3b9b,#2de56b,#1A202C
Dark Onyx Light,Light / SaaS,#FFFFFF,#F4F6F8,#09e552,#e52da8,#1A202C
Silent Ember Dark,Dark / Professional,#141215,#27252a,#461ee7,#e58772,#F5F5F5
Deep Obsidian Dark,Dark / Professional,#0d0e10,#1b1d20,#37a5e5,#e572bd,#F5F5F5
Vibrant Velvet Light,Light / SaaS,#FFFFFF,#F4F6F8,#d8a131,#2d6be5,#1A202C
Future Horizon Light,Light / SaaS,#FFFFFF,#F4F6F8,#c18205,#2d6be5,#1A202C
Vibrant Glacier Dark,Dark / Professional,#1c201d,#313933,#fc45bf,#c1e572,#F5F5F5
Vibrant Horizon Bold,Bold / Artistic,#501f06,#83320a,#19b2ff,#FFFFFF,#FFFFFF
Crimson Obsidian Light,Light / SaaS,#FFFFFF,#F4F6F8,#54c11e,#a82de5,#1A202C
Silent Iron Bold,Bold / Artistic,#054343,#097676,#ff1919,#FFFFFF,#FFFFFF
Dark Forest Light,Light / SaaS,#FFFFFF,#F4F6F8,#1fc8c8,#e52d2d,#1A202C
Vintage Iron Dark,Dark / Professional,#121214,#272629,#664de5,#e58372,#F5F5F5
Muted Glacier Bold,Bold / Artistic,#380842,#640e75,#3fff19,#FFFFFF,#FFFFFF
Slate Canvas Bold,Bold / Artistic,#0a233c,#13416f,#ff8c19,#FFFFFF,#FFFFFF
Deep Ember Light,Light / SaaS,#FFFFFF,#F4F6F8,#cd1332,#2de5c6,#1A202C
Corporate Copper Light,Light / SaaS,#FFFFFF,#F4F6F8,#d31e1e,#2de5e5,#1A202C
Dark Ember Light,Light / SaaS,#FFFFFF,#F4F6F8,#32cf32,#e52de5,#1A202C
Electric Nebula Bold,Bold / Artistic,#010149,#02027c,#fffe19,#FFFFFF,#FFFFFF
Future Ember Light,Light / SaaS,#FFFFFF,#F4F6F8,#29a0db,#e56b2d,#1A202C
Silent Mist Dark,Dark / Professional,#151713,#292b25,#6cf11f,#729fe5,#F5F5F5
Tech Frost Light,Light / SaaS,#FFFFFF,#F4F6F8,#2cd4b8,#e52d4c,#1A202C
Corporate Mist Dark,Dark / Professional,#211c22,#38303a,#8c2ce0,#e5ad72,#F5F5F5
Tech Mist Dark,Dark / Professional,#121410,#242921,#56d152,#7278e5,#F5F5F5
Silent Copper Bold,Bold / Artistic,#3c060f,#6f0b1c,#19ffd8,#FFFFFF,#FFFFFF
Crimson Quartz Dark,Dark / Professional,#13120f,#22211c,#4664f6,#e57288,#F5F5F5
Zen Iron Bold,Bold / Artistic,#130360,#1d0593,#d8ff19,#FFFFFF,#FFFFFF
Slate Quartz Dark,Dark / Professional,#221b1b,#392d2d,#33d2d2,#e372e5,#F5F5F5
Vibrant Steel Light,Light / SaaS,#FFFFFF,#F4F6F8,#225cd1,#e5a82d,#1A202C
Royal Mist Light,Light / SaaS,#FFFFFF,#F4F6F8,#56b328,#a82de5,#1A202C
Dark Desert Light,Light / SaaS,#FFFFFF,#F4F6F8,#dbdb39,#2d2de5,#1A202C
Corporate Sunset Dark,Dark / Professional,#131212,#262524,#e98246,#72e59a,#F5F5F5
Electric Quartz Dark,Dark / Professional,#1d1b1d,#2c292c,#e322c9,#d8e572,#F5F5F5
Modern Frost Light,Light / SaaS,#FFFFFF,#F4F6F8,#1fba00,#c62de5,#1A202C
Vintage Frost Light,Light / SaaS,#FFFFFF,#F4F6F8,#b4b414,#2d2de5,#1A202C
Vibrant Iron Light,Light / SaaS,#FFFFFF,#F4F6F8,#06b25c,#e52d89,#1A202C
Muted Obsidian Dark,Dark / Professional,#121310,#272924,#784ad5,#e59672,#F5F5F5
Ocean Copper Bold,Bold / Artistic,#3a1e02,#6d3804,#198cff,#FFFFFF,#FFFFFF
Slate Forest Dark,Dark / Professional,#241e22,#3d3339,#e642e0,#e3e572,#F5F5F5
Zen Shadow Dark,Dark / Professional,#1d221c,#2e362c,#8cdf42,#72aae5,#F5F5F5
Deep Copper Bold,Bold / Artistic,#033313,#076626,#ff19b2,#FFFFFF,#FFFFFF
Tech Copper Light,Light / SaaS,#FFFFFF,#F4F6F8,#c527e4,#4ce52d,#1A202C
Future Nebula Bold,Bold / Artistic,#092255,#0e3788,#ffb219,#FFFFFF,#FFFFFF
Vibrant Ember Light,Light / SaaS,#FFFFFF,#F4F6F8,#912dc3,#6be52d,#1A202C
Dark Desert Light,Light / SaaS,#FFFFFF,#F4F6F8,#37d39f,#e52d6b,#1A202C
Slate Steel Dark,Dark / Professional,#201b21,#352c36,#67e94d,#7288e5,#F5F5F5
Natural Iron Bold,Bold / Artistic,#015244,#02856f,#ff193f,#FFFFFF,#FFFFFF
Electric Copper Light,Light / SaaS,#FFFFFF,#F4F6F8,#cc6a08,#2d89e5,#1A202C
Soft Steel Dark,Dark / Professional,#1e1919,#2b2323,#db3668,#97e572,#F5F5F5
Elegant Frost Light,Light / SaaS,#FFFFFF,#F4F6F8,#8e41db,#89e52d,#1A202C
Natural Copper Dark,Dark / Professional,#1c191a,#322e2f,#d55369,#88e572,#F5F5F5
Ocean Shadow Dark,Dark / Professional,#131410,#252720,#83d229,#72b2e5,#F5F5F5
Vibrant Shadow Bold,Bold / Artistic,#1a3c09,#306f11,#b219ff,#FFFFFF,#FFFFFF
Muted Ember Light,Light / SaaS,#FFFFFF,#F4F6F8,#39c539,#e52de5,#1A202C
Elegant Midnight Dark,Dark / Professional,#141718,#272d2e,#26b8d5,#e572d4,#F5F5F5
Modern Canvas Light,Light / SaaS,#FFFFFF,#F4F6F8,#6f27b7,#89e52d,#1A202C
Soft Glacier Light,Light / SaaS,#FFFFFF,#F4F6F8,#c6218f,#2de56b,#1A202C
Ocean Iron Bold,Bold / Artistic,#0c4f18,#158227,#ff19d8,#FFFFFF,#FFFFFF
Natural Copper Dark,Dark / Professional,#1a181a,#2c292c,#f821f8,#e5e372,#F5F5F5
Royal Forest Dark,Dark / Professional,#0f0e0e,#1e1b1d,#df26ba,#d0e572,#F5F5F5
Electric Horizon Light,Light / SaaS,#FFFFFF,#F4F6F8,#0808c4,#e5e52d,#1A202C
Slate Desert Dark,Dark / Professional,#232426,#333436,#3153db,#e5728b,#F5F5F5
Silent Copper Dark,Dark / Professional,#0b0c0d,#15191a,#fd6e26,#72e596,#F5F5F5
Corporate Midnight Light,Light / SaaS,#FFFFFF,#F4F6F8,#5f25d2,#a8e52d,#1A202C
Elegant Obsidian Dark,Dark / Professional,#252324,#393537,#dc207e,#aee572,#F5F5F5
Slate Obsidian Dark,Dark / Professional,#1d1d1b,#2a2a27,#2b2be0,#e57275,#F5F5F5
Crimson Steel Light,Light / SaaS,#FFFFFF,#F4F6F8,#3515d7,#c6e52d,#1A202C
Crimson Iron Bold,Bold / Artistic,#60600c,#939312,#1919ff,#FFFFFF,#FFFFFF
Silent Frost Dark,Dark / Professional,#1a1615,#332c2a,#d0391a,#72e583,#F5F5F5
Muted Mist Dark,Dark / Professional,#100f10,#222021,#d04d93,#b2e572,#F5F5F5
Ocean Onyx Dark,Dark / Professional,#181617,#292729,#2bce61,#9672e5,#F5F5F5
Vibrant Desert Dark,Dark / Professional,#121715,#1d2420,#55f676,#8772e5,#F5F5F5
Future Obsidian Light,Light / SaaS,#FFFFFF,#F4F6F8,#5fc62c,#a82de5,#1A202C
Deep Mist Dark,Dark / Professional,#0d0c0d,#221e21,#18ef3b,#8372e5,#F5F5F5
Electric Lagoon Dark,Dark / Professional,#151614,#2b2b29,#d9f44f,#72d4e5,#F5F5F5
Soft Steel Bold,Bold / Artistic,#3d1400,#702601,#19b2ff,#FFFFFF,#FFFFFF
Muted Glacier Dark,Dark / Professional,#121110,#2a2825,#f36947,#72e587,#F5F5F5
Corporate Ember Light,Light / SaaS,#FFFFFF,#F4F6F8,#1ce05d,#e52da8,#1A202C
Ocean Quartz Bold,Bold / Artistic,#033039,#075b6c,#ff3f19,#FFFFFF,#FFFFFF
Vibrant Copper Dark,Dark / Professional,#171619,#2a272d,#b229d5,#e5cc72,#F5F5F5
Muted Shadow Dark,Dark / Professional,#151413,#2e2b29,#2d96fe,#e572ae,#F5F5F5
Modern Nebula Light,Light / SaaS,#FFFFFF,#F4F6F8,#11bd2e,#e52dc6,#1A202C
Crimson Forest Dark,Dark / Professional,#100e0d,#211e1c,#e46729,#72e596,#F5F5F5
Slate Nebula Bold,Bold / Artistic,#0c631b,#139629,#ff19d8,#FFFFFF,#FFFFFF
Zen Glacier Bold,Bold / Artistic,#4a4a05,#7d7d09,#1919ff,#FFFFFF,#FFFFFF
Future Midnight Light,Light / SaaS,#FFFFFF,#F4F6F8,#137fb5,#e56b2d,#1A202C
Ocean Shadow Light,Light / SaaS,#FFFFFF,#F4F6F8,#573be1,#c6e52d,#1A202C
Ocean Forest Dark,Dark / Professional,#171518,#27252a,#5330df,#e58772,#F5F5F5
Future Horizon Light,Light / SaaS,#FFFFFF,#F4F6F8,#b7b71b,#2d2de5,#1A202C
Dark Canvas Dark,Dark / Professional,#1c2222,#273030,#1fdede,#e372e5,#F5F5F5
Crimson Ember Dark,Dark / Professional,#1e1e20,#353438,#b7d51d,#72d4e5,#F5F5F5
Royal Quartz Dark,Dark / Professional,#100e10,#292529,#cd3787,#b2e572,#F5F5F5
Electric Midnight Dark,Dark / Professional,#1c1b1f,#2e2c33,#acf31f,#72c1e5,#F5F5F5
Royal Velvet Dark,Dark / Professional,#0b0e0c,#171d19,#e02fa5,#c1e572,#F5F5F5
Vintage Ember Light,Light / SaaS,#FFFFFF,#F4F6F8,#7ccd2b,#892de5,#1A202C
Vibrant Canvas Dark,Dark / Professional,#1f2422,#333c39,#1ee868,#9a72e5,#F5F5F5
Future Obsidian Bold,Bold / Artistic,#4e5d03,#799004,#3f19ff,#FFFFFF,#FFFFFF
Tech Sunset Light,Light / SaaS,#FFFFFF,#F4F6F8,#1d3bcd,#e5c62d,#1A202C
Zen Mist Dark,Dark / Professional,#1a1615,#332c2a,#e13d1c,#72e583,#F5F5F5
Slate Steel Dark,Dark / Professional,#20211b,#313329,#beda30,#72d4e5,#F5F5F5
Zen Forest Light,Light / SaaS,#FFFFFF,#F4F6F8,#dca129,#2d6be5,#1A202C
Vintage Iron Dark,Dark / Professional,#0d1010,#222727,#5ccaf8,#e572c5,#F5F5F5
Future Shadow Light,Light / SaaS,#FFFFFF,#F4F6F8,#dc0494,#2de56b,#1A202C
Muted Midnight Light,Light / SaaS,#FFFFFF,#F4F6F8,#d01090,#2de56b,#1A202C
Natural Sunset Light,Light / SaaS,#FFFFFF,#F4F6F8,#04c244,#e52da8,#1A202C
Muted Steel Light,Light / SaaS,#FFFFFF,#F4F6F8,#bebe18,#2d2de5,#1A202C
Elegant Mist Light,Light / SaaS,#FFFFFF,#F4F6F8,#b625d3,#4ce52d,#1A202C
Future Onyx Bold,Bold / Artistic,#09405b,#0e638e,#ff6619,#FFFFFF,#FFFFFF
Soft Sunset Bold,Bold / Artistic,#4a5708,#758a0d,#3f19ff,#FFFFFF,#FFFFFF
Corporate Glacier Light,Light / SaaS,#FFFFFF,#F4F6F8,#4609bf,#a8e52d,#1A202C
Tech Steel Dark,Dark / Professional,#0c0d10,#17191d,#5a8ff8,#e5729b,#F5F5F5
Urban Quartz Light,Light / SaaS,#FFFFFF,#F4F6F8,#47bc2f,#c62de5,#1A202C
Slate Desert Dark,Dark / Professional,#19181c,#2f2d34,#7336ee,#e59672,#F5F5F5
Future Midnight Dark,Dark / Professional,#191815,#272521,#d8a641,#72e5bc,#F5F5F5
Vintage Iron Dark,Dark / Professional,#232426,#2f3033,#2065ee,#e5729b,#F5F5F5
Tech Ember Dark,Dark / Professional,#1e201b,#34362e,#e5eb40,#72e3e5,#F5F5F5
Electric Shadow Dark,Dark / Professional,#1b1a18,#2d2b28,#fbf422,#72e5df,#F5F5F5
Soft Ember Dark,Dark / Professional,#0b0d0b,#1d211d,#77e349,#7297e5,#F5F5F5
Natural Shadow Dark,Dark / Professional,#1b1e1c,#2d312f,#f41d89,#aee572,#F5F5F5
Soft Quartz Dark,Dark / Professional,#1c1718,#2d2628,#f61c82,#aae572,#F5F5F5
Ocean Midnight Dark,Dark / Professional,#1b201e,#29302e,#f63978,#9be572,#F5F5F5
Soft Shadow Dark,Dark / Professional,#111013,#222026,#712bfc,#e59672,#F5F5F5
Ocean Onyx Bold,Bold / Artistic,#41064d,#6c0a80,#3fff19,#FFFFFF,#FFFFFF
Royal Shadow Dark,Dark / Professional,#0c0c10,#202028,#6f35f8,#e59272,#F5F5F5
Urban Desert Dark,Dark / Professional,#14161a,#22252b,#373cd4,#e57278,#F5F5F5
Muted Midnight Light,Light / SaaS,#FFFFFF,#F4F6F8,#5236db,#c6e52d,#1A202C
Soft Sunset Light,Light / SaaS,#FFFFFF,#F4F6F8,#2ac544,#e52dc6,#1A202C
Royal Iron Dark,Dark / Professional,#121113,#252225,#e443ce,#d8e572,#F5F5F5
Slate Lagoon Dark,Dark / Professional,#171516,#282526,#25e686,#a972e5,#F5F5F5
Ocean Shadow Bold,Bold / Artistic,#34490a,#587c11,#6519ff,#FFFFFF,#FFFFFF
Crimson Quartz Dark,Dark / Professional,#252523,#333330,#ecec32,#72e5e3,#F5F5F5
Tech Nebula Light,Light / SaaS,#FFFFFF,#F4F6F8,#bb3f26,#2dc6e5,#1A202C
Future Midnight Bold,Bold / Artistic,#024322,#03763d,#ff198c,#FFFFFF,#FFFFFF
Slate Quartz Dark,Dark / Professional,#222623,#303632,#39d23e,#7472e5,#F5F5F5
